Matrice de transition pour le 2021-03-01
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek  Evere  Forest (Bruxelles-Capitale)  Ganshoren  Ixelles  Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek  Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Etterbeek                      0.000000       0.00               0.000000   0.000000   1.176471  0.00000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000      0.000000                    0.0    0.000000  0.000000             0.000000              0.000000             0.000000
Evere                          0.000000       0.00               0.000000   0.000000   0.000000  0.73913                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000      0.000000                    0.0    0.000000  0.000000             0.000000              0.000000             0.000000
Forest (Bruxelles-Capitale)    0.000000       0.00               0.000000   0.000000   0.000000  0.00000                     1.130435        0.0  0.000000  0.000000    0.000000              0.000000      0.000000                    0.0    0.000000  0.000000             0.000000              0.000000             0.000000
Ganshoren                      0.000000       0.00               0.000000   0.000000   0.000000  0.00000                     0.000000        1.0  0.000000  0.000000    0.000000              0.000000      0.000000                    0.0    0.000000  0.000000             0.000000              0.000000             0.000000
Ixelles                        0.000000       0.00               0.000000   0.000000   0.000000  0.00000                     0.000000        0.0  1.181818  0.000000    0.000000              0.000000      0.000000                    0.0    0.000000  0.000000             0.000000              0.000000             0.000000
Jette                          0.000000       0.00               0.000000   0.000000   0.000000  0.00000                     0.000000        0.0  0.000000  0.967742    0.000000              0.000000      0.000000                    0.0    0.000000  0.000000             0.000000              0.000000             0.000000
Koekelberg                     0.000000       0.00               0.000000   0.000000   0.000000  0.00000                     0.000000        0.0  0.000000  0.000000    0.631579              0.000000      0.000000                    0.0    0.000000  0.000000             0.000000              0.000000             0.000000
Molenbeek-Saint-Jean           0.000000       0.00               0.000000   0.000000   0.000000  0.00000                     0.000000        0.0  0.000000  0.000000    0.000000              0.488095      0.000000                    0.0    0.000000  0.000000             0.000000              0.000000             0.000000
Saint-Gilles                   0.000000       0.00               0.000000   0.000000   0.000000  0.00000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000      0.961538                    0.0    0.000000  0.000000             0.000000              0.000000             0.000000
Saint-Josse-ten-Noode          0.000000       0.00               0.000000   0.000000   0.000000  0.00000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000      0.000000                    1.0    0.000000  0.000000             0.000000              0.000000             0.000000
Schaerbeek                     0.000000       0.00               0.000000   0.000000   0.000000  0.00000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000      0.000000                    0.0    0.824742  0.000000             0.000000              0.000000             0.000000
Uccle                          0.000000       0.00               0.000000   0.000000   0.000000  0.00000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000      0.000000                    0.0    0.000000  0.857143             0.000000              0.000000             0.000000
Watermael-Boitsfort            0.000000       0.00               0.000000   0.000000   0.000000  0.00000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000      0.000000                    0.0    0.000000  0.000000             0.769231              0.000000             0.000000
Woluwe-Saint-Lambert           0.000000       0.00               0.000000   0.000000   0.000000  0.00000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000      0.000000                    0.0    0.000000  0.000000             0.000000              0.961538             0.000000
Woluwe-Saint-Pierre            0.000000       0.00               0.000000   0.000000   0.000000  0.00000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000      0.000000                    0.0    0.000000  0.000000             0.000000              0.000000             0.785714

Matrice de transition pour le 2021-03-18
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek     Evere  Forest (Bruxelles-Capitale)  Ganshoren   Ixelles     Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek     Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Anderlecht                     1.123288   0.000000                    0.0       0.00        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000          0.00                   0.00      0.0000  0.000000                  0.0                  0.00             0.000000
Auderghem                      0.000000   1.058824                    0.0       0.00        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000          0.00                   0.00      0.0000  0.000000                  0.0                  0.00             0.000000
Berchem-Sainte-Agathe          0.000000   0.000000                    2.0       0.00        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000          0.00                   0.00      0.0000  0.000000                  0.0                  0.00             0.000000
Bruxelles                      0.000000   0.000000                    0.0       1.27        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000          0.00                   0.00      0.0000  0.000000                  0.0                  0.00             0.000000
Etterbeek                      0.000000   0.000000                    0.0       0.00        1.3  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000          0.00                   0.00      0.0000  0.000000                  0.0                  0.00             0.000000
Evere                          0.000000   0.000000                    0.0       0.00        0.0  0.764706                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000          0.00                   0.00      0.0000  0.000000                  0.0                  0.00             0.000000
Forest (Bruxelles-Capitale)    0.000000   0.000000                    0.0       0.00        0.0  0.000000                     1.384615        0.0  0.000000  0.000000    0.000000              0.000000          0.00                   0.00      0.0000  0.000000                  0.0                  0.00             0.000000
Ganshoren                      0.000000   0.000000                    0.0       0.00        0.0  0.000000                     0.000000        1.5  0.000000  0.000000    0.000000              0.000000          0.00                   0.00      0.0000  0.000000                  0.0                  0.00             0.000000
Ixelles                        0.000000   0.000000                    0.0       0.00        0.0  0.000000                     0.000000        0.0  0.923077  0.000000    0.000000              0.000000          0.00                   0.00      0.0000  0.000000                  0.0                  0.00             0.000000
Jette                          0.000000   0.000000                    0.0       0.00        0.0  0.000000                     0.000000        0.0  0.000000  1.066667    0.000000              0.000000          0.00                   0.00      0.0000  0.000000                  0.0                  0.00             0.000000
Koekelberg                     0.000000   0.000000                    0.0       0.00        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.666667              0.000000          0.00                   0.00      0.0000  0.000000                  0.0                  0.00             0.000000
Molenbeek-Saint-Jean           0.000000   0.000000                    0.0       0.00        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000              1.536585          0.00                   0.00      0.0000  0.000000                  0.0                  0.00             0.000000
Saint-Gilles                   0.000000   0.000000                    0.0       0.00        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000          0.88                   0.00      0.0000  0.000000                  0.0                  0.00             0.000000
Saint-Josse-ten-Noode          0.000000   0.000000                    0.0       0.00        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000          0.00                   1.25      0.0000  0.000000                  0.0                  0.00             0.000000
Schaerbeek                     0.000000   0.000000                    0.0       0.00        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000          0.00                   0.00      0.8625  0.000000                  0.0                  0.00             0.000000
Uccle                          0.000000   0.000000                    0.0       0.00        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000          0.00                   0.00      0.0000  1.066667                  0.0                  0.00             0.000000
Watermael-Boitsfort            0.000000   0.000000                    0.0       0.00        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000          0.00                   0.00      0.0000  0.000000                  1.5                  0.00             0.000000
Woluwe-Saint-Lambert           0.000000   0.000000                    0.0       0.00        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000          0.00                   0.00      0.0000  0.000000                  0.0                  1.04             0.000000
Woluwe-Saint-Pierre            0.000000   0.000000                    0.0       0.00        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000              0.000000          0.00                   0.00      0.0000  0.000000                  0.0                  0.00             1.818182

Matrice de transition pour le 2021-03-19
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek     Evere  Forest (Bruxelles-Capitale)  Ganshoren   Ixelles    Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek  Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Anderlecht                      0.54878   0.000000                   0.00    0.00000   0.000000  0.000000                     0.000000   0.000000  0.000000  0.00000       0.000              0.000000      0.000000               0.000000    0.000000  0.000             0.000000              0.000000                 0.00
Auderghem                       0.00000   0.833333                   0.00    0.00000   0.000000  0.000000                     0.000000   0.000000  0.000000  0.00000       0.000              0.000000      0.000000               0.000000    0.000000  0.000             0.000000              0.000000                 0.00
Berchem-Sainte-Agathe           0.00000   0.000000                   0.45    0.00000   0.000000  0.000000                     0.000000   0.000000  0.000000  0.00000       0.000              0.000000      0.000000               0.000000    0.000000  0.000             0.000000              0.000000                 0.00
Bruxelles                       0.00000   0.000000                   0.00    0.76378   0.000000  0.000000                     0.000000   0.000000  0.000000  0.00000       0.000              0.000000      0.000000               0.000000    0.000000  0.000             0.000000              0.000000                 0.00
Etterbeek                       0.00000   0.000000                   0.00    0.00000   0.346154  0.000000                     0.000000   0.000000  0.000000  0.00000       0.000              0.000000      0.000000               0.000000    0.000000  0.000             0.000000              0.000000                 0.00
Evere                           0.00000   0.000000                   0.00    0.00000   0.000000  1.923077                     0.000000   0.000000  0.000000  0.00000       0.000              0.000000      0.000000               0.000000    0.000000  0.000             0.000000              0.000000                 0.00
Forest (Bruxelles-Capitale)     0.00000   0.000000                   0.00    0.00000   0.000000  0.000000                     0.611111   0.000000  0.000000  0.00000       0.000              0.000000      0.000000               0.000000    0.000000  0.000             0.000000              0.000000                 0.00
Ganshoren                       0.00000   0.000000                   0.00    0.00000   0.000000  0.000000                     0.000000   0.833333  0.000000  0.00000       0.000              0.000000      0.000000               0.000000    0.000000  0.000             0.000000              0.000000                 0.00
Ixelles                         0.00000   0.000000                   0.00    0.00000   0.000000  0.000000                     0.000000   0.000000  0.944444  0.00000       0.000              0.000000      0.000000               0.000000    0.000000  0.000             0.000000              0.000000                 0.00
Jette                           0.00000   0.000000                   0.00    0.00000   0.000000  0.000000                     0.000000   0.000000  0.000000  0.65625       0.000              0.000000      0.000000               0.000000    0.000000  0.000             0.000000              0.000000                 0.00
Koekelberg                      0.00000   0.000000                   0.00    0.00000   0.000000  0.000000                     0.000000   0.000000  0.000000  0.00000       1.875              0.000000      0.000000               0.000000    0.000000  0.000             0.000000              0.000000                 0.00
Molenbeek-Saint-Jean            0.00000   0.000000                   0.00    0.00000   0.000000  0.000000                     0.000000   0.000000  0.000000  0.00000       0.000              0.777778      0.000000               0.000000    0.000000  0.000             0.000000              0.000000                 0.00
Saint-Gilles                    0.00000   0.000000                   0.00    0.00000   0.000000  0.000000                     0.000000   0.000000  0.000000  0.00000       0.000              0.000000      1.090909               0.000000    0.000000  0.000             0.000000              0.000000                 0.00
Saint-Josse-ten-Noode           0.00000   0.000000                   0.00    0.00000   0.000000  0.000000                     0.000000   0.000000  0.000000  0.00000       0.000              0.000000      0.000000               1.133333    0.000000  0.000             0.000000              0.000000                 0.00
Schaerbeek                      0.00000   0.000000                   0.00    0.00000   0.000000  0.000000                     0.000000   0.000000  0.000000  0.00000       0.000              0.000000      0.000000               0.000000    1.304348  0.000             0.000000              0.000000                 0.00
Uccle                           0.00000   0.000000                   0.00    0.00000   0.000000  0.000000                     0.000000   0.000000  0.000000  0.00000       0.000              0.000000      0.000000               0.000000    0.000000  1.125             0.000000              0.000000                 0.00
Watermael-Boitsfort             0.00000   0.000000                   0.00    0.00000   0.000000  0.000000                     0.000000   0.000000  0.000000  0.00000       0.000              0.000000      0.000000               0.000000    0.000000  0.000             1.333333              0.000000                 0.00
Woluwe-Saint-Lambert            0.00000   0.000000                   0.00    0.00000   0.000000  0.000000                     0.000000   0.000000  0.000000  0.00000       0.000              0.000000      0.000000               0.000000    0.000000  0.000             0.000000              1.115385                 0.00
Woluwe-Saint-Pierre             0.00000   0.000000                   0.00    0.00000   0.000000  0.000000                     0.000000   0.000000  0.000000  0.00000       0.000              0.000000      0.000000               0.000000    0.000000  0.000             0.000000              0.000000                 1.05

Matrice de transition pour le 2021-03-20
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek  Evere  Forest (Bruxelles-Capitale)  Ganshoren   Ixelles     Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek     Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Anderlecht                     0.666667   0.000000               0.000000    0.00000   0.000000   0.00                     0.000000   0.000000  0.000000  0.000000    0.000000              0.000000         0.000               0.000000    0.000000  0.000000                 0.00              0.000000             0.000000
Auderghem                      0.000000   0.733333               0.000000    0.00000   0.000000   0.00                     0.000000   0.000000  0.000000  0.000000    0.000000              0.000000         0.000               0.000000    0.000000  0.000000                 0.00              0.000000             0.000000
Berchem-Sainte-Agathe          0.000000   0.000000               0.555556    0.00000   0.000000   0.00                     0.000000   0.000000  0.000000  0.000000    0.000000              0.000000         0.000               0.000000    0.000000  0.000000                 0.00              0.000000             0.000000
Bruxelles                      0.000000   0.000000               0.000000    0.56701   0.000000   0.00                     0.000000   0.000000  0.000000  0.000000    0.000000              0.000000         0.000               0.000000    0.000000  0.000000                 0.00              0.000000             0.000000
Etterbeek                      0.000000   0.000000               0.000000    0.00000   2.111111   0.00                     0.000000   0.000000  0.000000  0.000000    0.000000              0.000000         0.000               0.000000    0.000000  0.000000                 0.00              0.000000             0.000000
Evere                          0.000000   0.000000               0.000000    0.00000   0.000000   0.36                     0.000000   0.000000  0.000000  0.000000    0.000000              0.000000         0.000               0.000000    0.000000  0.000000                 0.00              0.000000             0.000000
Forest (Bruxelles-Capitale)    0.000000   0.000000               0.000000    0.00000   0.000000   0.00                     0.636364   0.000000  0.000000  0.000000    0.000000              0.000000         0.000               0.000000    0.000000  0.000000                 0.00              0.000000             0.000000
Ganshoren                      0.000000   0.000000               0.000000    0.00000   0.000000   0.00                     0.000000   0.866667  0.000000  0.000000    0.000000              0.000000         0.000               0.000000    0.000000  0.000000                 0.00              0.000000             0.000000
Ixelles                        0.000000   0.000000               0.000000    0.00000   0.000000   0.00                     0.000000   0.000000  0.852941  0.000000    0.000000              0.000000         0.000               0.000000    0.000000  0.000000                 0.00              0.000000             0.000000
Jette                          0.000000   0.000000               0.000000    0.00000   0.000000   0.00                     0.000000   0.000000  0.000000  0.333333    0.000000              0.000000         0.000               0.000000    0.000000  0.000000                 0.00              0.000000             0.000000
Koekelberg                     0.000000   0.000000               0.000000    0.00000   0.000000   0.00                     0.000000   0.000000  0.000000  0.000000    0.333333              0.000000         0.000               0.000000    0.000000  0.000000                 0.00              0.000000             0.000000
Molenbeek-Saint-Jean           0.000000   0.000000               0.000000    0.00000   0.000000   0.00                     0.000000   0.000000  0.000000  0.000000    0.000000              0.734694         0.000               0.000000    0.000000  0.000000                 0.00              0.000000             0.000000
Saint-Gilles                   0.000000   0.000000               0.000000    0.00000   0.000000   0.00                     0.000000   0.000000  0.000000  0.000000    0.000000              0.000000         0.625               0.000000    0.000000  0.000000                 0.00              0.000000             0.000000
Saint-Josse-ten-Noode          0.000000   0.000000               0.000000    0.00000   0.000000   0.00                     0.000000   0.000000  0.000000  0.000000    0.000000              0.000000         0.000               0.529412    0.000000  0.000000                 0.00              0.000000             0.000000
Schaerbeek                     0.000000   0.000000               0.000000    0.00000   0.000000   0.00                     0.000000   0.000000  0.000000  0.000000    0.000000              0.000000         0.000               0.000000    0.588889  0.000000                 0.00              0.000000             0.000000
Uccle                          0.000000   0.000000               0.000000    0.00000   0.000000   0.00                     0.000000   0.000000  0.000000  0.000000    0.000000              0.000000         0.000               0.000000    0.000000  0.361111                 0.00              0.000000             0.000000
Watermael-Boitsfort            0.000000   0.000000               0.000000    0.00000   0.000000   0.00                     0.000000   0.000000  0.000000  0.000000    0.000000              0.000000         0.000               0.000000    0.000000  0.000000                 0.45              0.000000             0.000000
Woluwe-Saint-Lambert           0.000000   0.000000               0.000000    0.00000   0.000000   0.00                     0.000000   0.000000  0.000000  0.000000    0.000000              0.000000         0.000               0.000000    0.000000  0.000000                 0.00              0.482759             0.000000
Woluwe-Saint-Pierre            0.000000   0.000000               0.000000    0.00000   0.000000   0.00                     0.000000   0.000000  0.000000  0.000000    0.000000              0.000000         0.000               0.000000    0.000000  0.000000                 0.00              0.000000             0.904762

Matrice de transition pour le 2021-03-21
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek  Evere  Forest (Bruxelles-Capitale)  Ganshoren   Ixelles     Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek     Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Anderlecht                     0.766667   0.000000                    0.0   0.000000   0.000000    0.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000              0.000000             0.000000
Auderghem                      0.000000   0.909091                    0.0   0.000000   0.000000    0.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000              0.000000             0.000000
Berchem-Sainte-Agathe          0.000000   0.000000                    0.4   0.000000   0.000000    0.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000              0.000000             0.000000
Bruxelles                      0.000000   0.000000                    0.0   0.381818   0.000000    0.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000              0.000000             0.000000
Etterbeek                      0.000000   0.000000                    0.0   0.000000   0.421053    0.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000              0.000000             0.000000
Evere                          0.000000   0.000000                    0.0   0.000000   0.000000    2.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000              0.000000             0.000000
Forest (Bruxelles-Capitale)    0.000000   0.000000                    0.0   0.000000   0.000000    0.0                     0.714286   0.000000  0.000000  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000              0.000000             0.000000
Ganshoren                      0.000000   0.000000                    0.0   0.000000   0.000000    0.0                     0.000000   0.384615  0.000000  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000              0.000000             0.000000
Ixelles                        0.000000   0.000000                    0.0   0.000000   0.000000    0.0                     0.000000   0.000000  0.413793  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000              0.000000             0.000000
Jette                          0.000000   0.000000                    0.0   0.000000   0.000000    0.0                     0.000000   0.000000  0.000000  0.285714         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000              0.000000             0.000000
Koekelberg                     0.000000   0.000000                    0.0   0.000000   0.000000    0.0                     0.000000   0.000000  0.000000  0.000000         0.4              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000              0.000000             0.000000
Molenbeek-Saint-Jean           0.000000   0.000000                    0.0   0.000000   0.000000    0.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.194444      0.000000               0.000000    0.000000  0.000000             0.000000              0.000000             0.000000
Saint-Gilles                   0.000000   0.000000                    0.0   0.000000   0.000000    0.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.000000      0.666667               0.000000    0.000000  0.000000             0.000000              0.000000             0.000000
Saint-Josse-ten-Noode          0.000000   0.000000                    0.0   0.000000   0.000000    0.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.000000      0.000000               0.555556    0.000000  0.000000             0.000000              0.000000             0.000000
Schaerbeek                     0.000000   0.000000                    0.0   0.000000   0.000000    0.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.000000      0.000000               0.000000    0.603774  0.000000             0.000000              0.000000             0.000000
Uccle                          0.000000   0.000000                    0.0   0.000000   0.000000    0.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.692308             0.000000              0.000000             0.000000
Watermael-Boitsfort            0.000000   0.000000                    0.0   0.000000   0.000000    0.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.666667              0.000000             0.000000
Woluwe-Saint-Lambert           0.000000   0.000000                    0.0   0.000000   0.000000    0.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000              0.642857             0.000000
Woluwe-Saint-Pierre            0.000000   0.000000                    0.0   0.000000   0.000000    0.0                     0.000000   0.000000  0.000000  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000              0.000000             0.842105

Matrice de transition pour le 2021-03-22
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek     Evere  Forest (Bruxelles-Capitale)  Ganshoren   Ixelles  Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek     Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Anderlecht                     2.782609        0.0                    0.0        0.0        0.0  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000           0.0                    0.0      0.0000  0.000000             0.000000              0.000000               0.0000
Auderghem                      0.000000        1.4                    0.0        0.0        0.0  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000           0.0                    0.0      0.0000  0.000000             0.000000              0.000000               0.0000
Berchem-Sainte-Agathe          0.000000        0.0                   10.5        0.0        0.0  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000           0.0                    0.0      0.0000  0.000000             0.000000              0.000000               0.0000
Bruxelles                      0.000000        0.0                    0.0        7.0        0.0  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000           0.0                    0.0      0.0000  0.000000             0.000000              0.000000               0.0000
Etterbeek                      0.000000        0.0                    0.0        0.0        2.5  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000           0.0                    0.0      0.0000  0.000000             0.000000              0.000000               0.0000
Evere                          0.000000        0.0                    0.0        0.0        0.0  1.611111                          0.0        0.0  0.000000    0.0         0.0              0.000000           0.0                    0.0      0.0000  0.000000             0.000000              0.000000               0.0000
Forest (Bruxelles-Capitale)    0.000000        0.0                    0.0        0.0        0.0  0.000000                          2.8        0.0  0.000000    0.0         0.0              0.000000           0.0                    0.0      0.0000  0.000000             0.000000              0.000000               0.0000
Ganshoren                      0.000000        0.0                    0.0        0.0        0.0  0.000000                          0.0        4.0  0.000000    0.0         0.0              0.000000           0.0                    0.0      0.0000  0.000000             0.000000              0.000000               0.0000
Ixelles                        0.000000        0.0                    0.0        0.0        0.0  0.000000                          0.0        0.0  3.416667    0.0         0.0              0.000000           0.0                    0.0      0.0000  0.000000             0.000000              0.000000               0.0000
Jette                          0.000000        0.0                    0.0        0.0        0.0  0.000000                          0.0        0.0  0.000000   20.0         0.0              0.000000           0.0                    0.0      0.0000  0.000000             0.000000              0.000000               0.0000
Koekelberg                     0.000000        0.0                    0.0        0.0        0.0  0.000000                          0.0        0.0  0.000000    0.0         2.5              0.000000           0.0                    0.0      0.0000  0.000000             0.000000              0.000000               0.0000
Molenbeek-Saint-Jean           0.000000        0.0                    0.0        0.0        0.0  0.000000                          0.0        0.0  0.000000    0.0         0.0              8.571429           0.0                    0.0      0.0000  0.000000             0.000000              0.000000               0.0000
Saint-Gilles                   0.000000        0.0                    0.0        0.0        0.0  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000           3.0                    0.0      0.0000  0.000000             0.000000              0.000000               0.0000
Saint-Josse-ten-Noode          0.000000        0.0                    0.0        0.0        0.0  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000           0.0                    3.8      0.0000  0.000000             0.000000              0.000000               0.0000
Schaerbeek                     0.000000        0.0                    0.0        0.0        0.0  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000           0.0                    0.0      2.8125  0.000000             0.000000              0.000000               0.0000
Uccle                          0.000000        0.0                    0.0        0.0        0.0  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000           0.0                    0.0      0.0000  3.666667             0.000000              0.000000               0.0000
Watermael-Boitsfort            0.000000        0.0                    0.0        0.0        0.0  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000           0.0                    0.0      0.0000  0.000000             3.333333              0.000000               0.0000
Woluwe-Saint-Lambert           0.000000        0.0                    0.0        0.0        0.0  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000           0.0                    0.0      0.0000  0.000000             0.000000              3.222222               0.0000
Woluwe-Saint-Pierre            0.000000        0.0                    0.0        0.0        0.0  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000           0.0                    0.0      0.0000  0.000000             0.000000              0.000000               1.8125

Matrice de transition pour le 2021-03-23
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek     Evere  Forest (Bruxelles-Capitale)  Ganshoren   Ixelles  Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek     Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Anderlecht                     1.015625   0.000000               0.000000    0.00000       0.00  0.000000                     0.000000       0.00  0.000000  0.000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Auderghem                      0.000000   1.642857               0.000000    0.00000       0.00  0.000000                     0.000000       0.00  0.000000  0.000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Berchem-Sainte-Agathe          0.000000   0.000000               0.904762    0.00000       0.00  0.000000                     0.000000       0.00  0.000000  0.000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Bruxelles                      0.000000   0.000000               0.000000    0.77551       0.00  0.000000                     0.000000       0.00  0.000000  0.000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Etterbeek                      0.000000   0.000000               0.000000    0.00000       0.85  0.000000                     0.000000       0.00  0.000000  0.000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Evere                          0.000000   0.000000               0.000000    0.00000       0.00  0.724138                     0.000000       0.00  0.000000  0.000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Forest (Bruxelles-Capitale)    0.000000   0.000000               0.000000    0.00000       0.00  0.000000                     1.535714       0.00  0.000000  0.000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Ganshoren                      0.000000   0.000000               0.000000    0.00000       0.00  0.000000                     0.000000       1.25  0.000000  0.000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Ixelles                        0.000000   0.000000               0.000000    0.00000       0.00  0.000000                     0.000000       0.00  1.292683  0.000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Jette                          0.000000   0.000000               0.000000    0.00000       0.00  0.000000                     0.000000       0.00  0.000000  0.925         0.0              0.000000      0.000000               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Koekelberg                     0.000000   0.000000               0.000000    0.00000       0.00  0.000000                     0.000000       0.00  0.000000  0.000         3.4              0.000000      0.000000               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Molenbeek-Saint-Jean           0.000000   0.000000               0.000000    0.00000       0.00  0.000000                     0.000000       0.00  0.000000  0.000         0.0              1.066667      0.000000               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
