Matrice de transition pour le 2021-03-01
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek  Evere  Forest (Bruxelles-Capitale)  Ganshoren  Ixelles  Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek  Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Koekelberg                          0.0        0.0                    0.0       0.00        0.0    0.0                     0.000000        0.0      0.0  0.000         7.5                   0.0           0.0                    0.0         0.0   0.00                  0.0                   0.0                  0.0
Molenbeek-Saint-Jean                0.0        0.0                    0.0       0.00        0.0    0.0                     0.000000        0.0      0.0  0.000         0.0                  22.0           0.0                    0.0         0.0   0.00                  0.0                   0.0                  0.0
Saint-Gilles                        0.0        0.0                    0.0       0.00        0.0    0.0                     0.000000        0.0      0.0  0.000         0.0                   0.0          15.0                    0.0         0.0   0.00                  0.0                   0.0                  0.0
Saint-Josse-ten-Noode               0.0        0.0                    0.0       0.00        0.0    0.0                     0.000000        0.0      0.0  0.000         0.0                   0.0           0.0                    inf         0.0   0.00                  0.0                   0.0                  0.0
Schaerbeek                          0.0        0.0                    0.0       0.00        0.0    0.0                     0.000000        0.0      0.0  0.000         0.0                   0.0           0.0                    0.0         5.4   0.00                  0.0                   0.0                  0.0
Uccle                               0.0        0.0                    0.0       0.00        0.0    0.0                     0.000000        0.0      0.0  0.000         0.0                   0.0           0.0                    0.0         0.0   3.75                  0.0                   0.0                  0.0
Watermael-Boitsfort                 0.0        0.0                    0.0       0.00        0.0    0.0                     0.000000        0.0      0.0  0.000         0.0                   0.0           0.0                    0.0         0.0   0.00                  3.5                   0.0                  0.0
Woluwe-Saint-Lambert                0.0        0.0                    0.0       0.00        0.0    0.0                     0.000000        0.0      0.0  0.000         0.0                   0.0           0.0                    0.0         0.0   0.00                  0.0                   6.0                  0.0
Woluwe-Saint-Pierre                 0.0        0.0                    0.0       0.00        0.0    0.0                     0.000000        0.0      0.0  0.000         0.0                   0.0           0.0                    0.0         0.0   0.00                  0.0                   0.0                  3.5

Matrice de transition pour le 2021-03-09
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek     Evere  Forest (Bruxelles-Capitale)  Ganshoren   Ixelles     Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek  Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Anderlecht                     0.761905   0.000000                    0.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.0                   0.00     0.00000    0.0             0.000000                   0.0             0.000000
Auderghem                      0.000000   0.631579                    0.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.0                   0.00     0.00000    0.0             0.000000                   0.0             0.000000
Berchem-Sainte-Agathe          0.000000   0.000000                    1.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.0                   0.00     0.00000    0.0             0.000000                   0.0             0.000000
Bruxelles                      0.000000   0.000000                    0.0   1.147059   0.000000  0.000000                          0.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.0                   0.00     0.00000    0.0             0.000000                   0.0             0.000000
Etterbeek                      0.000000   0.000000                    0.0   0.000000   0.761905  0.000000                          0.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.0                   0.00     0.00000    0.0             0.000000                   0.0             0.000000
Evere                          0.000000   0.000000                    0.0   0.000000   0.000000  0.833333                          0.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.0                   0.00     0.00000    0.0             0.000000                   0.0             0.000000
Forest (Bruxelles-Capitale)    0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                          1.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.0                   0.00     0.00000    0.0             0.000000                   0.0             0.000000
Ganshoren                      0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                          0.0   0.470588  0.000000  0.000000    0.000000              0.000000           0.0                   0.00     0.00000    0.0             0.000000                   0.0             0.000000
Ixelles                        0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.870968  0.000000    0.000000              0.000000           0.0                   0.00     0.00000    0.0             0.000000                   0.0             0.000000
Jette                          0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.000000  0.862069    0.000000              0.000000           0.0                   0.00     0.00000    0.0             0.000000                   0.0             0.000000
Koekelberg                     0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.000000  0.000000    0.666667              0.000000           0.0                   0.00     0.00000    0.0             0.000000                   0.0             0.000000
Molenbeek-Saint-Jean           0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.000000  0.000000    0.000000              0.704545           0.0                   0.00     0.00000    0.0             0.000000                   0.0             0.000000
Saint-Gilles                   0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.6                   0.00     0.00000    0.0             0.000000                   0.0             0.000000
Saint-Josse-ten-Noode          0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.0                   1.75     0.00000    0.0             0.000000                   0.0             0.000000
Schaerbeek                     0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.0                   0.00     1.37037    0.0             0.000000                   0.0             0.000000
Uccle                          0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.0                   0.00     0.00000    0.9             0.000000                   0.0             0.000000
Watermael-Boitsfort            0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.0                   0.00     0.00000    0.0             1.571429                   0.0             0.000000
Woluwe-Saint-Lambert           0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.0                   0.00     0.00000    0.0             0.000000                   0.5             0.000000
Woluwe-Saint-Pierre            0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                          0.0   0.000000  0.000000  0.000000    0.000000              0.000000           0.0                   0.00     0.00000    0.0             0.000000                   0.0             1.571429

Matrice de transition pour le 2021-03-10
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek     Evere  Forest (Bruxelles-Capitale)  Ganshoren   Ixelles  Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek     Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Anderlecht                     1.395833       0.00               0.000000   0.000000       0.00  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0             0.000000
Auderghem                      0.000000       1.25               0.000000   0.000000       0.00  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0             0.000000
Berchem-Sainte-Agathe          0.000000       0.00               1.222222   0.000000       0.00  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0             0.000000
Bruxelles                      0.000000       0.00               0.000000   0.897436       0.00  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0             0.000000
Etterbeek                      0.000000       0.00               0.000000   0.000000       0.75  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0             0.000000
Evere                          0.000000       0.00               0.000000   0.000000       0.00  0.866667                          0.0        0.0  0.000000    0.0         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0             0.000000
Forest (Bruxelles-Capitale)    0.000000       0.00               0.000000   0.000000       0.00  0.000000                          2.0        0.0  0.000000    0.0         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0             0.000000
Ganshoren                      0.000000       0.00               0.000000   0.000000       0.00  0.000000                          0.0        1.0  0.000000    0.0         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0             0.000000
Ixelles                        0.000000       0.00               0.000000   0.000000       0.00  0.000000                          0.0        0.0  0.777778    0.0         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0             0.000000
Jette                          0.000000       0.00               0.000000   0.000000       0.00  0.000000                          0.0        0.0  0.000000    1.2         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0             0.000000
Koekelberg                     0.000000       0.00               0.000000   0.000000       0.00  0.000000                          0.0        0.0  0.000000    0.0         1.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0             0.000000
Molenbeek-Saint-Jean           0.000000       0.00               0.000000   0.000000       0.00  0.000000                          0.0        0.0  0.000000    0.0         0.0              1.290323      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0             0.000000
Saint-Gilles                   0.000000       0.00               0.000000   0.000000       0.00  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000      0.888889               0.000000    0.000000  0.000000             0.000000                   0.0             0.000000
Saint-Josse-ten-Noode          0.000000       0.00               0.000000   0.000000       0.00  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000      0.000000               0.642857    0.000000  0.000000             0.000000                   0.0             0.000000
Schaerbeek                     0.000000       0.00               0.000000   0.000000       0.00  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000      0.000000               0.000000    0.864865  0.000000             0.000000                   0.0             0.000000
Uccle                          0.000000       0.00               0.000000   0.000000       0.00  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000      0.000000               0.000000    0.000000  0.962963             0.000000                   0.0             0.000000
Watermael-Boitsfort            0.000000       0.00               0.000000   0.000000       0.00  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.727273                   0.0             0.000000
Woluwe-Saint-Lambert           0.000000       0.00               0.000000   0.000000       0.00  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   3.0             0.000000
Woluwe-Saint-Pierre            0.000000       0.00               0.000000   0.000000       0.00  0.000000                          0.0        0.0  0.000000    0.0         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0             1.363636

Matrice de transition pour le 2021-03-11
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek     Evere  Forest (Bruxelles-Capitale)  Ganshoren   Ixelles     Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek     Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Anderlecht                     0.835821   0.000000                    0.0   0.000000   0.000000  0.000000                     0.000000      0.000  0.000000  0.000000         0.0                  0.00        0.0000               0.000000    0.000000  0.000000                0.000              0.000000             0.000000
Auderghem                      0.000000   0.866667                    0.0   0.000000   0.000000  0.000000                     0.000000      0.000  0.000000  0.000000         0.0                  0.00        0.0000               0.000000    0.000000  0.000000                0.000              0.000000             0.000000
Berchem-Sainte-Agathe          0.000000   0.000000                    1.0   0.000000   0.000000  0.000000                     0.000000      0.000  0.000000  0.000000         0.0                  0.00        0.0000               0.000000    0.000000  0.000000                0.000              0.000000             0.000000
Bruxelles                      0.000000   0.000000                    0.0   1.057143   0.000000  0.000000                     0.000000      0.000  0.000000  0.000000         0.0                  0.00        0.0000               0.000000    0.000000  0.000000                0.000              0.000000             0.000000
Etterbeek                      0.000000   0.000000                    0.0   0.000000   1.583333  0.000000                     0.000000      0.000  0.000000  0.000000         0.0                  0.00        0.0000               0.000000    0.000000  0.000000                0.000              0.000000             0.000000
Evere                          0.000000   0.000000                    0.0   0.000000   0.000000  1.692308                     0.000000      0.000  0.000000  0.000000         0.0                  0.00        0.0000               0.000000    0.000000  0.000000                0.000              0.000000             0.000000
Forest (Bruxelles-Capitale)    0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                     0.730769      0.000  0.000000  0.000000         0.0                  0.00        0.0000               0.000000    0.000000  0.000000                0.000              0.000000             0.000000
Ganshoren                      0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                     0.000000      0.875  0.000000  0.000000         0.0                  0.00        0.0000               0.000000    0.000000  0.000000                0.000              0.000000             0.000000
Ixelles                        0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                     0.000000      0.000  1.714286  0.000000         0.0                  0.00        0.0000               0.000000    0.000000  0.000000                0.000              0.000000             0.000000
Jette                          0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                     0.000000      0.000  0.000000  0.933333         0.0                  0.00        0.0000               0.000000    0.000000  0.000000                0.000              0.000000             0.000000
Koekelberg                     0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                     0.000000      0.000  0.000000  0.000000         0.2                  0.00        0.0000               0.000000    0.000000  0.000000                0.000              0.000000             0.000000
Molenbeek-Saint-Jean           0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                     0.000000      0.000  0.000000  0.000000         0.0                  1.05        0.0000               0.000000    0.000000  0.000000                0.000              0.000000             0.000000
Saint-Gilles                   0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                     0.000000      0.000  0.000000  0.000000         0.0                  0.00        0.8125               0.000000    0.000000  0.000000                0.000              0.000000             0.000000
Saint-Josse-ten-Noode          0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                     0.000000      0.000  0.000000  0.000000         0.0                  0.00        0.0000               1.444444    0.000000  0.000000                0.000              0.000000             0.000000
Schaerbeek                     0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                     0.000000      0.000  0.000000  0.000000         0.0                  0.00        0.0000               0.000000    1.015625  0.000000                0.000              0.000000             0.000000
Uccle                          0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                     0.000000      0.000  0.000000  0.000000         0.0                  0.00        0.0000               0.000000    0.000000  0.884615                0.000              0.000000             0.000000
Watermael-Boitsfort            0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                     0.000000      0.000  0.000000  0.000000         0.0                  0.00        0.0000               0.000000    0.000000  0.000000                1.875              0.000000             0.000000
Woluwe-Saint-Lambert           0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                     0.000000      0.000  0.000000  0.000000         0.0                  0.00        0.0000               0.000000    0.000000  0.000000                0.000              0.666667             0.000000
Woluwe-Saint-Pierre            0.000000   0.000000                    0.0   0.000000   0.000000  0.000000                     0.000000      0.000  0.000000  0.000000         0.0                  0.00        0.0000               0.000000    0.000000  0.000000                0.000              0.000000             0.533333

Matrice de transition pour le 2021-03-12
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek     Evere  Forest (Bruxelles-Capitale)  Ganshoren  Ixelles     Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek     Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Anderlecht                     0.910714   0.000000               0.000000   0.000000   0.000000  0.000000                     0.000000   0.000000      0.0  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0                 0.00
Auderghem                      0.000000   1.230769               0.000000   0.000000   0.000000  0.000000                     0.000000   0.000000      0.0  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0                 0.00
Berchem-Sainte-Agathe          0.000000   0.000000               0.636364   0.000000   0.000000  0.000000                     0.000000   0.000000      0.0  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0                 0.00
Bruxelles                      0.000000   0.000000               0.000000   0.878378   0.000000  0.000000                     0.000000   0.000000      0.0  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0                 0.00
Etterbeek                      0.000000   0.000000               0.000000   0.000000   1.157895  0.000000                     0.000000   0.000000      0.0  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0                 0.00
Evere                          0.000000   0.000000               0.000000   0.000000   0.000000  0.818182                     0.000000   0.000000      0.0  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0                 0.00
Forest (Bruxelles-Capitale)    0.000000   0.000000               0.000000   0.000000   0.000000  0.000000                     1.210526   0.000000      0.0  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0                 0.00
Ganshoren                      0.000000   0.000000               0.000000   0.000000   0.000000  0.000000                     0.000000   1.142857      0.0  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0                 0.00
Ixelles                        0.000000   0.000000               0.000000   0.000000   0.000000  0.000000                     0.000000   0.000000      1.0  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0                 0.00
Jette                          0.000000   0.000000               0.000000   0.000000   0.000000  0.000000                     0.000000   0.000000      0.0  1.035714         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0                 0.00
Koekelberg                     0.000000   0.000000               0.000000   0.000000   0.000000  0.000000                     0.000000   0.000000      0.0  0.000000         1.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0                 0.00
Molenbeek-Saint-Jean           0.000000   0.000000               0.000000   0.000000   0.000000  0.000000                     0.000000   0.000000      0.0  0.000000         0.0              0.904762      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0                 0.00
Saint-Gilles                   0.000000   0.000000               0.000000   0.000000   0.000000  0.000000                     0.000000   0.000000      0.0  0.000000         0.0              0.000000      1.538462               0.000000    0.000000  0.000000             0.000000                   0.0                 0.00
Saint-Josse-ten-Noode          0.000000   0.000000               0.000000   0.000000   0.000000  0.000000                     0.000000   0.000000      0.0  0.000000         0.0              0.000000      0.000000               1.538462    0.000000  0.000000             0.000000                   0.0                 0.00
Schaerbeek                     0.000000   0.000000               0.000000   0.000000   0.000000  0.000000                     0.000000   0.000000      0.0  0.000000         0.0              0.000000      0.000000               0.000000    1.015385  0.000000             0.000000                   0.0                 0.00
Uccle                          0.000000   0.000000               0.000000   0.000000   0.000000  0.000000                     0.000000   0.000000      0.0  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.956522             0.000000                   0.0                 0.00
Watermael-Boitsfort            0.000000   0.000000               0.000000   0.000000   0.000000  0.000000                     0.000000   0.000000      0.0  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.866667                   0.0                 0.00
Woluwe-Saint-Lambert           0.000000   0.000000               0.000000   0.000000   0.000000  0.000000                     0.000000   0.000000      0.0  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   1.5                 0.00
Woluwe-Saint-Pierre            0.000000   0.000000               0.000000   0.000000   0.000000  0.000000                     0.000000   0.000000      0.0  0.000000         0.0              0.000000      0.000000               0.000000    0.000000  0.000000             0.000000                   0.0                 1.25

Matrice de transition pour le 2021-03-13
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek     Evere  Forest (Bruxelles-Capitale)  Ganshoren   Ixelles     Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek     Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Anderlecht                     0.490196      0.000               0.000000   0.000000   0.000000  0.000000                     0.000000       0.00  0.000000  0.000000         0.0              0.000000           0.0                   0.00    0.000000  0.000000             0.000000              0.000000                  0.0
Auderghem                      0.000000      1.125               0.000000   0.000000   0.000000  0.000000                     0.000000       0.00  0.000000  0.000000         0.0              0.000000           0.0                   0.00    0.000000  0.000000             0.000000              0.000000                  0.0
Berchem-Sainte-Agathe          0.000000      0.000               0.285714   0.000000   0.000000  0.000000                     0.000000       0.00  0.000000  0.000000         0.0              0.000000           0.0                   0.00    0.000000  0.000000             0.000000              0.000000                  0.0
Bruxelles                      0.000000      0.000               0.000000   0.692308   0.000000  0.000000                     0.000000       0.00  0.000000  0.000000         0.0              0.000000           0.0                   0.00    0.000000  0.000000             0.000000              0.000000                  0.0
Etterbeek                      0.000000      0.000               0.000000   0.000000   0.681818  0.000000                     0.000000       0.00  0.000000  0.000000         0.0              0.000000           0.0                   0.00    0.000000  0.000000             0.000000              0.000000                  0.0
Evere                          0.000000      0.000               0.000000   0.000000   0.000000  0.777778                     0.000000       0.00  0.000000  0.000000         0.0              0.000000           0.0                   0.00    0.000000  0.000000             0.000000              0.000000                  0.0
Forest (Bruxelles-Capitale)    0.000000      0.000               0.000000   0.000000   0.000000  0.000000                     0.478261       0.00  0.000000  0.000000         0.0              0.000000           0.0                   0.00    0.000000  0.000000             0.000000              0.000000                  0.0
Ganshoren                      0.000000      0.000               0.000000   0.000000   0.000000  0.000000                     0.000000       1.25  0.000000  0.000000         0.0              0.000000           0.0                   0.00    0.000000  0.000000             0.000000              0.000000                  0.0
Ixelles                        0.000000      0.000               0.000000   0.000000   0.000000  0.000000                     0.000000       0.00  0.777778  0.000000         0.0              0.000000           0.0                   0.00    0.000000  0.000000             0.000000              0.000000                  0.0
Jette                          0.000000      0.000               0.000000   0.000000   0.000000  0.000000                     0.000000       0.00  0.000000  0.517241         0.0              0.000000           0.0                   0.00    0.000000  0.000000             0.000000              0.000000                  0.0
Koekelberg                     0.000000      0.000               0.000000   0.000000   0.000000  0.000000                     0.000000       0.00  0.000000  0.000000         3.5              0.000000           0.0                   0.00    0.000000  0.000000             0.000000              0.000000                  0.0
Molenbeek-Saint-Jean           0.000000      0.000               0.000000   0.000000   0.000000  0.000000                     0.000000       0.00  0.000000  0.000000         0.0              1.052632           0.0                   0.00    0.000000  0.000000             0.000000              0.000000                  0.0
Saint-Gilles                   0.000000      0.000               0.000000   0.000000   0.000000  0.000000                     0.000000       0.00  0.000000  0.000000         0.0              0.000000           0.6                   0.00    0.000000  0.000000             0.000000              0.000000                  0.0
Saint-Josse-ten-Noode          0.000000      0.000               0.000000   0.000000   0.000000  0.000000                     0.000000       0.00  0.000000  0.000000         0.0              0.000000           0.0                   0.65    0.000000  0.000000             0.000000              0.000000                  0.0
Schaerbeek                     0.000000      0.000               0.000000   0.000000   0.000000  0.000000                     0.000000       0.00  0.000000  0.000000         0.0              0.000000           0.0                   0.00    0.621212  0.000000             0.000000              0.000000                  0.0
Uccle                          0.000000      0.000               0.000000   0.000000   0.000000  0.000000                     0.000000       0.00  0.000000  0.000000         0.0              0.000000           0.0                   0.00    0.000000  0.636364             0.000000              0.000000                  0.0
Watermael-Boitsfort            0.000000      0.000               0.000000   0.000000   0.000000  0.000000                     0.000000       0.00  0.000000  0.000000         0.0              0.000000           0.0                   0.00    0.000000  0.000000             0.384615              0.000000                  0.0
Woluwe-Saint-Lambert           0.000000      0.000               0.000000   0.000000   0.000000  0.000000                     0.000000       0.00  0.000000  0.000000         0.0              0.000000           0.0                   0.00    0.000000  0.000000             0.000000              1.222222                  0.0
Woluwe-Saint-Pierre            0.000000      0.000               0.000000   0.000000   0.000000  0.000000                     0.000000       0.00  0.000000  0.000000         0.0              0.000000           0.0                   0.00    0.000000  0.000000             0.000000              0.000000                  1.4

Matrice de transition pour le 2021-03-14
                             Anderlecht  Auderghem  Berchem-Sainte-Agathe  Bruxelles  Etterbeek     Evere  Forest (Bruxelles-Capitale)  Ganshoren   Ixelles     Jette  Koekelberg  Molenbeek-Saint-Jean  Saint-Gilles  Saint-Josse-ten-Noode  Schaerbeek     Uccle  Watermael-Boitsfort  Woluwe-Saint-Lambert  Woluwe-Saint-Pierre
Anderlecht                          0.6   0.000000                    0.0   0.000000        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000                 0.000          0.00               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Auderghem                           0.0   0.722222                    0.0   0.000000        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000                 0.000          0.00               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Berchem-Sainte-Agathe               0.0   0.000000                    1.0   0.000000        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000                 0.000          0.00               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Bruxelles                           0.0   0.000000                    0.0   0.688889        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000                 0.000          0.00               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Etterbeek                           0.0   0.000000                    0.0   0.000000        1.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000                 0.000          0.00               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Evere                               0.0   0.000000                    0.0   0.000000        0.0  0.714286                     0.000000        0.0  0.000000  0.000000    0.000000                 0.000          0.00               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Forest (Bruxelles-Capitale)         0.0   0.000000                    0.0   0.000000        0.0  0.000000                     0.545455        0.0  0.000000  0.000000    0.000000                 0.000          0.00               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Ganshoren                           0.0   0.000000                    0.0   0.000000        0.0  0.000000                     0.000000        0.2  0.000000  0.000000    0.000000                 0.000          0.00               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Ixelles                             0.0   0.000000                    0.0   0.000000        0.0  0.000000                     0.000000        0.0  0.714286  0.000000    0.000000                 0.000          0.00               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Jette                               0.0   0.000000                    0.0   0.000000        0.0  0.000000                     0.000000        0.0  0.000000  0.133333    0.000000                 0.000          0.00               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Koekelberg                          0.0   0.000000                    0.0   0.000000        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.285714                 0.000          0.00               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Molenbeek-Saint-Jean                0.0   0.000000                    0.0   0.000000        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000                 0.175          0.00               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Saint-Gilles                        0.0   0.000000                    0.0   0.000000        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000                 0.000          0.75               0.000000    0.000000  0.000000                  0.0              0.000000             0.000000
Saint-Josse-ten-Noode               0.0   0.000000                    0.0   0.000000        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000                 0.000          0.00               1.230769    0.000000  0.000000                  0.0              0.000000             0.000000
Schaerbeek                          0.0   0.000000                    0.0   0.000000        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000                 0.000          0.00               0.000000    0.585366  0.000000                  0.0              0.000000             0.000000
Uccle                               0.0   0.000000                    0.0   0.000000        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000                 0.000          0.00               0.000000    0.000000  0.428571                  0.0              0.000000             0.000000
Watermael-Boitsfort                 0.0   0.000000                    0.0   0.000000        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000                 0.000          0.00               0.000000    0.000000  0.000000                  1.4              0.000000             0.000000
Woluwe-Saint-Lambert                0.0   0.000000                    0.0   0.000000        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000                 0.000          0.00               0.000000    0.000000  0.000000                  0.0              0.727273             0.000000
Woluwe-Saint-Pierre                 0.0   0.000000                    0.0   0.000000        0.0  0.000000                     0.000000        0.0  0.000000  0.000000    0.000000                 0.000          0.00               0.000000    0.000000  0.000000                  0.0              0.000000             0.428571

Matrice de transition pour le 2021-03-15
